chi-0_fa,chi-1_fa,chi-2_fa,chi-3_fa,chi-4_fa,chi-5_fa,Z-0_fa,Z-1_fa,Z-2_fa,Z-3_fa,Z-4_fa,Z-5_fa,I-0_fa,I-1_fa,I-2_fa,I-3_fa,I-4_fa,I-5_fa,T-0_fa,T-1_fa,T-2_fa,T-3_fa,T-4_fa,T-5_fa,S-0_fa,S-1_fa,S-2_fa,S-3_fa,S-4_fa,S-5_fa,chi-0_ma,chi-1_ma,chi-2_ma,chi-3_ma,chi-4_ma,chi-5_ma,Z-0_ma,Z-1_ma,Z-2_ma,Z-3_ma,Z-4_ma,Z-5_ma,I-0_ma,I-1_ma,I-2_ma,I-3_ma,I-4_ma,I-5_ma,T-0_ma,T-1_ma,T-2_ma,T-3_ma,T-4_ma,T-5_ma,S-0_ma,S-1_ma,S-2_ma,S-3_ma,S-4_ma,S-5_ma,chi-0_md,chi-1_md,chi-2_md,chi-3_md,chi-4_md,chi-5_md,Z-0_md,Z-1_md,Z-2_md,Z-3_md,Z-4_md,Z-5_md,I-0_md,I-1_md,I-2_md,I-3_md,I-4_md,I-5_md,T-0_md,T-1_md,T-2_md,T-3_md,T-4_md,T-5_md,S-0_md,S-1_md,S-2_md,S-3_md,S-4_md,S-5_md,distance,barrier,smiles,filename
173.4336,362.692,614.7586,863.1282,1218.704,881.0228,7725.0,11656.0,9814.0,7578.0,4640.0,2162.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,13.0025,33.7428,52.9362,66.3278,67.8226,47.0694,173.4336,362.692,614.7586,863.1282,1218.704,881.0228,7725.0,11656.0,9814.0,7578.0,4640.0,2162.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,13.0025,33.7428,52.9362,66.3278,67.8226,47.0694,173.4336,362.692,614.7586,863.1282,1218.704,881.0228,7725.0,11656.0,9814.0,7578.0,4640.0,2162.0,30.0,60.0,106.0,146.0,218.0,152.0,166.0,424.0,650.0,780.0,686.0,516.0,13.0025,33.7428,52.9362,66.3278,67.8226,47.0694,0.8594,7.6,[Ir]([n+]1ccncc1)([As+](C)(C)C)(C#[N+][H])(S)[H],ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
288.416,585.784,1062.1198,1564.0206,2370.8194,3157.8032,7091.0,8924.0,11492.0,13528.0,9100.0,5396.0,51.0,100.0,194.0,282.0,412.0,554.0,294.0,770.0,1170.0,1660.0,2006.0,1886.0,18.2969,48.394,80.3916,115.7142,149.9924,156.3686,288.416,585.784,1062.1198,1564.0206,2370.8194,3157.8032,7091.0,8924.0,11492.0,13528.0,9100.0,5396.0,51.0,100.0,194.0,282.0,412.0,554.0,294.0,770.0,1170.0,1660.0,2006.0,1886.0,18.2969,48.394,80.3916,115.7142,149.9924,156.3686,288.416,585.784,1062.1198,1564.0206,2370.8194,3157.8032,7091.0,8924.0,11492.0,13528.0,9100.0,5396.0,51.0,100.0,194.0,282.0,412.0,554.0,294.0,770.0,1170.0,1660.0,2006.0,1886.0,18.2969,48.394,80.3916,115.7142,149.9924,156.3686,0.9176,10.2,[Ir]([P+](CC)(CC)CC)([P+](CC)(CC)CC)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-co_1_dft-icn_1_smi1_1_s_1
203.5875,427.636,742.1102,998.1118,1483.777,1294.864,6729.0,6738.0,9268.0,8238.0,4790.0,2650.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,13.7806,35.8122,56.92100000000001,74.2174,84.0468,69.468,203.5875,427.636,742.1102,998.1118,1483.777,1294.864,6729.0,6738.0,9268.0,8238.0,4790.0,2650.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,13.7806,35.8122,56.92100000000001,74.2174,84.0468,69.468,203.5875,427.636,742.1102,998.1118,1483.777,1294.864,6729.0,6738.0,9268.0,8238.0,4790.0,2650.0,35.0,70.0,128.0,166.0,258.0,212.0,198.0,502.0,768.0,954.0,938.0,824.0,13.7806,35.8122,56.92100000000001,74.2174,84.0468,69.468,0.8376,4.8,[Ir]([P+](C)(C)C)([C-]1N(C)C=CN(C)1)(C#[N+][H])(C#N)[H],ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1
322.344,691.2689999999999,1172.7278,1663.5556,2322.4544,2676.5672,7233.0,8196.0,12060.0,14162.0,13568.0,11738.0,54.0,112.0,194.0,282.0,394.0,428.0,306.0,800.0,1260.0,1642.0,1886.0,2174.0,22.2505,56.9232,91.3822,128.4684,156.8712,177.0002,322.344,691.2689999999999,1172.7278,1663.5556,2322.4544,2676.5672,7233.0,8196.0,12060.0,14162.0,13568.0,11738.0,54.0,112.0,194.0,282.0,394.0,428.0,306.0,800.0,1260.0,1642.0,1886.0,2174.0,22.2505,56.9232,91.3822,128.4684,156.8712,177.0002,322.344,691.2689999999999,1172.7278,1663.5556,2322.4544,2676.5672,7233.0,8196.0,12060.0,14162.0,13568.0,11738.0,54.0,112.0,194.0,282.0,394.0,428.0,306.0,800.0,1260.0,1642.0,1886.0,2174.0,22.2505,56.9232,91.3822,128.4684,156.8712,177.0002,0.9451,13.2,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([N+](C)(C)C)(C#[O+])(N=C=O)[H],ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1
186.4823,392.78,672.41,914.5586,1319.7978,1003.2574,6933.0,6986.0,8958.0,9180.0,4766.0,3068.0,32.0,64.0,112.0,156.0,232.0,166.0,176.0,450.0,692.0,836.0,766.0,620.0,13.8478,34.024,52.677,71.361,75.5342,60.1814,186.4823,392.78,672.41,914.5586,1319.7978,1003.2574,6933.0,6986.0,8958.0,9180.0,4766.0,3068.0,32.0,64.0,112.0,156.0,232.0,166.0,176.0,450.0,692.0,836.0,766.0,620.0,13.8478,34.024,52.677,71.361,75.5342,60.1814,186.4823,392.78,672.41,914.5586,1319.7978,1003.2574,6933.0,6986.0,8958.0,9180.0,4766.0,3068.0,32.0,64.0,112.0,156.0,232.0,166.0,176.0,450.0,692.0,836.0,766.0,620.0,13.8478,34.024,52.677,71.361,75.5342,60.1814,1.0017,16.2,[Ir]([N+](C)(C)C)([p+]1ccccc1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
194.0109,416.734,751.9898,880.0268,1040.2098,1091.5736,6799.0,6836.0,7732.0,9044.0,5058.0,2470.0,31.0,64.0,116.0,140.0,168.0,176.0,180.0,456.0,668.0,752.0,746.0,616.0,13.0602,33.2296,51.5908,61.4486,67.0186,56.4596,194.0109,416.734,751.9898,880.0268,1040.2098,1091.5736,6799.0,6836.0,7732.0,9044.0,5058.0,2470.0,31.0,64.0,116.0,140.0,168.0,176.0,180.0,456.0,668.0,752.0,746.0,616.0,13.0602,33.2296,51.5908,61.4486,67.0186,56.4596,194.0109,416.734,751.9898,880.0268,1040.2098,1091.5736,6799.0,6836.0,7732.0,9044.0,5058.0,2470.0,31.0,64.0,116.0,140.0,168.0,176.0,180.0,456.0,668.0,752.0,746.0,616.0,13.0602,33.2296,51.5908,61.4486,67.0186,56.4596,0.9494,12.3,[Ir]([C-]1N(C)C=CN(C)1)([N+]1=COCC1)(C#[O+])(S)[H],ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1
203.8889,438.921,724.2518,901.5152,1137.8018,1223.0552,7053.0,7144.0,8770.0,11526.0,6816.0,4102.0,34.0,70.0,118.0,148.0,188.0,202.0,188.0,470.0,688.0,836.0,864.0,778.0,15.4592,38.1598,57.3312,70.9452,80.6836,75.292,203.8889,438.921,724.2518,901.5152,1137.8018,1223.0552,7053.0,7144.0,8770.0,11526.0,6816.0,4102.0,34.0,70.0,118.0,148.0,188.0,202.0,188.0,470.0,688.0,836.0,864.0,778.0,15.4592,38.1598,57.3312,70.9452,80.6836,75.292,203.8889,438.921,724.2518,901.5152,1137.8018,1223.0552,7053.0,7144.0,8770.0,11526.0,6816.0,4102.0,34.0,70.0,118.0,148.0,188.0,202.0,188.0,470.0,688.0,836.0,864.0,778.0,15.4592,38.1598,57.3312,70.9452,80.6836,75.292,1.0047,16.0,[Ir]([C-]1N(C)C=CN(C)1)([p+]1ccccc1)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
236.0488,488.971,893.9932,1140.3158,1579.0666,1881.2892,6801.0,7450.0,8524.0,9976.0,6032.0,3040.0,40.0,80.0,150.0,194.0,258.0,316.0,230.0,584.0,846.0,1062.0,1174.0,1084.0,14.8627,39.1196,62.0512,79.0094,93.0012,88.6594,236.0488,488.971,893.9932,1140.3158,1579.0666,1881.2892,6801.0,7450.0,8524.0,9976.0,6032.0,3040.0,40.0,80.0,150.0,194.0,258.0,316.0,230.0,584.0,846.0,1062.0,1174.0,1084.0,14.8627,39.1196,62.0512,79.0094,93.0012,88.6594,236.0488,488.971,893.9932,1140.3158,1579.0666,1881.2892,6801.0,7450.0,8524.0,9976.0,6032.0,3040.0,40.0,80.0,150.0,194.0,258.0,316.0,230.0,584.0,846.0,1062.0,1174.0,1084.0,14.8627,39.1196,62.0512,79.0094,93.0012,88.6594,0.9885,17.7,[Ir]([P+](CC)(CC)CC)(n1ccnc1)(C#[N+]C)(F)[H],ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1
183.0561,375.76,634.474,865.1706,1288.8378,951.6384,6717.0,6928.0,8700.0,7626.0,3436.0,2160.0,30.0,60.0,106.0,144.0,218.0,152.0,166.0,426.0,662.0,768.0,704.0,552.0,12.5801,32.2228,50.4772,64.1432,67.607,52.192,183.0561,375.76,634.474,865.1706,1288.8378,951.6384,6717.0,6928.0,8700.0,7626.0,3436.0,2160.0,30.0,60.0,106.0,144.0,218.0,152.0,166.0,426.0,662.0,768.0,704.0,552.0,12.5801,32.2228,50.4772,64.1432,67.607,52.192,183.0561,375.76,634.474,865.1706,1288.8378,951.6384,6717.0,6928.0,8700.0,7626.0,3436.0,2160.0,30.0,60.0,106.0,144.0,218.0,152.0,166.0,426.0,662.0,768.0,704.0,552.0,12.5801,32.2228,50.4772,64.1432,67.607,52.192,0.9564,14.2,[Ir]([P+](C)(C)C)(n1ccnc1)(C#[N+][H])(N=C=O)[H],ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1
166.9999,343.452,546.5592,692.9744,673.328,599.1619999999998,9307.0,4362.0,6394.0,5944.0,4060.0,1884.0,27.0,54.0,86.0,114.0,112.0,96.0,140.0,352.0,498.0,530.0,444.0,368.0,15.7242,28.1622,40.9974,47.4474,42.6104,35.2408,166.9999,343.452,546.5592,692.9744,673.328,599.1619999999998,9307.0,4362.0,6394.0,5944.0,4060.0,1884.0,27.0,54.0,86.0,114.0,112.0,96.0,140.0,352.0,498.0,530.0,444.0,368.0,15.7242,28.1622,40.9974,47.4474,42.6104,35.2408,166.9999,343.452,546.5592,692.9744,673.328,599.1619999999998,9307.0,4362.0,6394.0,5944.0,4060.0,1884.0,27.0,54.0,86.0,114.0,112.0,96.0,140.0,352.0,498.0,530.0,444.0,368.0,15.7242,28.1622,40.9974,47.4474,42.6104,35.2408,0.8604,11.0,[Ir]([n+]1ccccc1)([n+]1ccccc1)(C#[O+])([I])[H],ir_tbp_1_dft-py_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1
214.197,453.624,823.8584,1112.6912,1612.7994,1421.52,6711.0,7002.0,8512.0,8140.0,4802.0,2406.0,37.0,74.0,140.0,184.0,278.0,240.0,214.0,548.0,844.0,1048.0,1034.0,932.0,13.5688,36.2274,58.4394,75.806,84.8488,70.0576,214.197,453.624,823.8584,1112.6912,1612.7994,1421.52,6711.0,7002.0,8512.0,8140.0,4802.0,2406.0,37.0,74.0,140.0,184.0,278.0,240.0,214.0,548.0,844.0,1048.0,1034.0,932.0,13.5688,36.2274,58.4394,75.806,84.8488,70.0576,214.197,453.624,823.8584,1112.6912,1612.7994,1421.52,6711.0,7002.0,8512.0,8140.0,4802.0,2406.0,37.0,74.0,140.0,184.0,278.0,240.0,214.0,548.0,844.0,1048.0,1034.0,932.0,13.5688,36.2274,58.4394,75.806,84.8488,70.0576,0.9397,15.2,[Ir]([P+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[N+][H])(O)[H],ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
226.3691,494.07,858.3214,1015.216,1337.2756,1531.936,6653.0,5616.0,7804.0,10122.0,5904.0,3010.0,37.0,76.0,134.0,158.0,214.0,250.0,210.0,522.0,764.0,956.0,1038.0,906.0,14.3453,36.942,56.5826,70.0398,83.9082,76.153,226.3691,494.07,858.3214,1015.216,1337.2756,1531.936,6653.0,5616.0,7804.0,10122.0,5904.0,3010.0,37.0,76.0,134.0,158.0,214.0,250.0,210.0,522.0,764.0,956.0,1038.0,906.0,14.3453,36.942,56.5826,70.0398,83.9082,76.153,226.3691,494.07,858.3214,1015.216,1337.2756,1531.936,6653.0,5616.0,7804.0,10122.0,5904.0,3010.0,37.0,76.0,134.0,158.0,214.0,250.0,210.0,522.0,764.0,956.0,1038.0,906.0,14.3453,36.942,56.5826,70.0398,83.9082,76.153,0.9721,16.0,[Ir]([C-]1N(C)C=CN(C)1)([C-]1N(C)C=CN(C)1)(C#[N+][H])(O)[H],ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
306.1615,674.1619999999998,1139.7268,1533.8516,1883.8834,2411.0062,7195.0,8320.0,10388.0,13616.0,13172.0,10744.0,51.0,108.0,184.0,258.0,310.0,390.0,292.0,762.0,1172.0,1452.0,1702.0,1972.0,21.3838,55.7152,88.4296,114.9874,136.548,158.2788,306.1615,674.1619999999998,1139.7268,1533.8516,1883.8834,2411.0062,7195.0,8320.0,10388.0,13616.0,13172.0,10744.0,51.0,108.0,184.0,258.0,310.0,390.0,292.0,762.0,1172.0,1452.0,1702.0,1972.0,21.3838,55.7152,88.4296,114.9874,136.548,158.2788,306.1615,674.1619999999998,1139.7268,1533.8516,1883.8834,2411.0062,7195.0,8320.0,10388.0,13616.0,13172.0,10744.0,51.0,108.0,184.0,258.0,310.0,390.0,292.0,762.0,1172.0,1452.0,1702.0,1972.0,21.3838,55.7152,88.4296,114.9874,136.548,158.2788,1.0242,17.0,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([N+]1=COCC1)(C#[N+][H])(O)[H],ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
199.5771,429.795,721.1862,883.5060000000002,1075.547,1176.976,6633.0,5386.0,8120.0,8466.0,5628.0,2848.0,32.0,66.0,112.0,138.0,174.0,190.0,178.0,444.0,646.0,782.0,798.0,678.0,13.6904,34.2082,51.5592,63.6402,71.1766,64.5538,199.5771,429.795,721.1862,883.5060000000002,1075.547,1176.976,6633.0,5386.0,8120.0,8466.0,5628.0,2848.0,32.0,66.0,112.0,138.0,174.0,190.0,178.0,444.0,646.0,782.0,798.0,678.0,13.6904,34.2082,51.5592,63.6402,71.1766,64.5538,199.5771,429.795,721.1862,883.5060000000002,1075.547,1176.976,6633.0,5386.0,8120.0,8466.0,5628.0,2848.0,32.0,66.0,112.0,138.0,174.0,190.0,178.0,444.0,646.0,782.0,798.0,678.0,13.6904,34.2082,51.5592,63.6402,71.1766,64.5538,0.9712,7.2,[Ir]([n+]1ccncc1)([C-]1N(C)C=CN(C)1)(C#[N+][H])(C#N)[H],ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1
178.884,371.944,584.4492,671.0686,681.6310000000002,719.3642,9519.0,5906.0,6812.0,7296.0,5126.0,2272.0,30.0,60.0,96.0,114.0,118.0,120.0,156.0,378.0,512.0,562.0,530.0,518.0,17.1512,32.2302,46.07899999999999,51.9506,49.6178,44.8404,178.884,371.944,584.4492,671.0686,681.6310000000002,719.3642,9519.0,5906.0,6812.0,7296.0,5126.0,2272.0,30.0,60.0,96.0,114.0,118.0,120.0,156.0,378.0,512.0,562.0,530.0,518.0,17.1512,32.2302,46.07899999999999,51.9506,49.6178,44.8404,178.884,371.944,584.4492,671.0686,681.6310000000002,719.3642,9519.0,5906.0,6812.0,7296.0,5126.0,2272.0,30.0,60.0,96.0,114.0,118.0,120.0,156.0,378.0,512.0,562.0,530.0,518.0,17.1512,32.2302,46.07899999999999,51.9506,49.6178,44.8404,0.8557,10.8,[Ir]([n+]1ccncc1)([p+]1ccccc1)(C#[N+]C)([I])[H],ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1
207.509,437.256,808.8639999999998,1061.544,1520.9794,1267.52,6935.0,8372.0,8862.0,8786.0,5336.0,2518.0,36.0,72.0,138.0,176.0,266.0,212.0,210.0,534.0,814.0,988.0,942.0,860.0,13.8791,36.3996,58.97,75.9794,85.0,66.9644,207.509,437.256,808.8639999999998,1061.544,1520.9794,1267.52,6935.0,8372.0,8862.0,8786.0,5336.0,2518.0,36.0,72.0,138.0,176.0,266.0,212.0,210.0,534.0,814.0,988.0,942.0,860.0,13.8791,36.3996,58.97,75.9794,85.0,66.9644,207.509,437.256,808.8639999999998,1061.544,1520.9794,1267.52,6935.0,8372.0,8862.0,8786.0,5336.0,2518.0,36.0,72.0,138.0,176.0,266.0,212.0,210.0,534.0,814.0,988.0,942.0,860.0,13.8791,36.3996,58.97,75.9794,85.0,66.9644,0.8535,10.0,[Ir]([P+](C)(C)C)([C-]1N(C)CCN(C)1)(C#[N+][H])([Cl])[H],ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1
197.2828,413.554,765.17,1054.6486,1789.7498,1221.7824,6689.0,5406.0,9102.0,7894.0,3248.0,2576.0,34.0,66.0,124.0,176.0,312.0,208.0,190.0,490.0,788.0,1008.0,964.0,680.0,12.6485,30.9108,50.0314,74.959,83.1464,65.959,197.2828,413.554,765.17,1054.6486,1789.7498,1221.7824,6689.0,5406.0,9102.0,7894.0,3248.0,2576.0,34.0,66.0,124.0,176.0,312.0,208.0,190.0,490.0,788.0,1008.0,964.0,680.0,12.6485,30.9108,50.0314,74.959,83.1464,65.959,197.2828,413.554,765.17,1054.6486,1789.7498,1221.7824,6689.0,5406.0,9102.0,7894.0,3248.0,2576.0,34.0,66.0,124.0,176.0,312.0,208.0,190.0,490.0,788.0,1008.0,964.0,680.0,12.6485,30.9108,50.0314,74.959,83.1464,65.959,0.9504,11.2,[Ir]([N+](C)(C)C)([N+](C)(C)C)(C#[N+][H])(N=C=S)[H],ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
234.9286,501.535,868.9856,1041.1712,1290.0306,1534.7646,6901.0,7178.0,8822.0,11182.0,7464.0,4196.0,39.0,80.0,142.0,172.0,214.0,254.0,222.0,552.0,794.0,972.0,1040.0,1000.0,16.0922,41.1622,62.7958,77.1666,89.1724,88.6996,234.9286,501.535,868.9856,1041.1712,1290.0306,1534.7646,6901.0,7178.0,8822.0,11182.0,7464.0,4196.0,39.0,80.0,142.0,172.0,214.0,254.0,222.0,552.0,794.0,972.0,1040.0,1000.0,16.0922,41.1622,62.7958,77.1666,89.1724,88.6996,234.9286,501.535,868.9856,1041.1712,1290.0306,1534.7646,6901.0,7178.0,8822.0,11182.0,7464.0,4196.0,39.0,80.0,142.0,172.0,214.0,254.0,222.0,552.0,794.0,972.0,1040.0,1000.0,16.0922,41.1622,62.7958,77.1666,89.1724,88.6996,0.9797,18.0,[Ir]([p+]1ccccc1)([C-]1N(C)CCN(C)1)(C#[N+]C)(N=C=O)[H],ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1
250.9109,523.618,962.6802,1324.0898,2048.7512,2301.423,6761.0,6974.0,10198.0,9680.0,6068.0,3450.0,45.0,88.0,170.0,234.0,364.0,398.0,258.0,662.0,1002.0,1360.0,1544.0,1454.0,15.636,40.962,67.2808,96.413,117.5752,112.5408,250.9109,523.618,962.6802,1324.0898,2048.7512,2301.423,6761.0,6974.0,10198.0,9680.0,6068.0,3450.0,45.0,88.0,170.0,234.0,364.0,398.0,258.0,662.0,1002.0,1360.0,1544.0,1454.0,15.636,40.962,67.2808,96.413,117.5752,112.5408,250.9109,523.618,962.6802,1324.0898,2048.7512,2301.423,6761.0,6974.0,10198.0,9680.0,6068.0,3450.0,45.0,88.0,170.0,234.0,364.0,398.0,258.0,662.0,1002.0,1360.0,1544.0,1454.0,15.636,40.962,67.2808,96.413,117.5752,112.5408,0.8449,4.6,[Ir]([P+](CC)(CC)CC)([N+](C)(C)C)(C#[N+]C)(C#N)[H],ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1
337.6933,730.938,1278.8276,1717.0378,2121.7864,2797.266,7287.0,8506.0,11004.0,15168.0,15192.0,11786.0,56.0,118.0,208.0,282.0,348.0,448.0,326.0,844.0,1286.0,1638.0,1896.0,2082.0,22.9515,59.8098,95.3912,125.356,153.739,175.9066,337.6933,730.938,1278.8276,1717.0378,2121.7864,2797.266,7287.0,8506.0,11004.0,15168.0,15192.0,11786.0,56.0,118.0,208.0,282.0,348.0,448.0,326.0,844.0,1286.0,1638.0,1896.0,2082.0,22.9515,59.8098,95.3912,125.356,153.739,175.9066,337.6933,730.938,1278.8276,1717.0378,2121.7864,2797.266,7287.0,8506.0,11004.0,15168.0,15192.0,11786.0,56.0,118.0,208.0,282.0,348.0,448.0,326.0,844.0,1286.0,1638.0,1896.0,2082.0,22.9515,59.8098,95.3912,125.356,153.739,175.9066,0.9917,15.2,[Ir]([P+](c1ccccc1)(c1ccccc1)c1ccccc1)([C-]1N(C)CCN(C)1)(C#[O+])(F)[H],ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1
201.4934,420.306,756.0622,945.8226,1369.6172,1142.2416,6963.0,7164.0,8984.0,10004.0,4780.0,3416.0,34.0,68.0,126.0,158.0,234.0,186.0,194.0,488.0,730.0,852.0,846.0,792.0,14.0616,35.5018,55.567,70.0712,77.0422,67.7416,201.4934,420.306,756.0622,945.8226,1369.6172,1142.2416,6963.0,7164.0,8984.0,10004.0,4780.0,3416.0,34.0,68.0,126.0,158.0,234.0,186.0,194.0,488.0,730.0,852.0,846.0,792.0,14.0616,35.5018,55.567,70.0712,77.0422,67.7416,201.4934,420.306,756.0622,945.8226,1369.6172,1142.2416,6963.0,7164.0,8984.0,10004.0,4780.0,3416.0,34.0,68.0,126.0,158.0,234.0,186.0,194.0,488.0,730.0,852.0,846.0,792.0,14.0616,35.5018,55.567,70.0712,77.0422,67.7416,0.9351,13.8,[Ir]([P+](C)(C)C)([N+]1=COCC1)(C#[N+]C)(N=C=S)[H],ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
202.6075,440.811,773.5894,897.4756,1129.0844,1210.9546,6601.0,5350.0,7972.0,8832.0,4594.0,2728.0,33.0,68.0,120.0,144.0,184.0,196.0,188.0,472.0,696.0,808.0,840.0,768.0,13.3721,34.1312,52.5512,63.8256,71.2788,65.0132,202.6075,440.811,773.5894,897.4756,1129.0844,1210.9546,6601.0,5350.0,7972.0,8832.0,4594.0,2728.0,33.0,68.0,120.0,144.0,184.0,196.0,188.0,472.0,696.0,808.0,840.0,768.0,13.3721,34.1312,52.5512,63.8256,71.2788,65.0132,202.6075,440.811,773.5894,897.4756,1129.0844,1210.9546,6601.0,5350.0,7972.0,8832.0,4594.0,2728.0,33.0,68.0,120.0,144.0,184.0,196.0,188.0,472.0,696.0,808.0,840.0,768.0,13.3721,34.1312,52.5512,63.8256,71.2788,65.0132,0.9592,8.7,[Ir]([C-]1N(C)C=CN(C)1)([N+]1=COCC1)(C#[N+][H])(C#C[H])[H],ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1
178.5656,383.482,699.9722,725.4992,802.4019999999998,763.3504,6779.0,7006.0,7006.0,8072.0,4084.0,1944.0,28.0,58.0,104.0,116.0,124.0,118.0,162.0,402.0,564.0,558.0,522.0,496.0,12.1628,30.629,46.6724,51.2336,50.832,41.9218,178.5656,383.482,699.9722,725.4992,802.4019999999998,763.3504,6779.0,7006.0,7006.0,8072.0,4084.0,1944.0,28.0,58.0,104.0,116.0,124.0,118.0,162.0,402.0,564.0,558.0,522.0,496.0,12.1628,30.629,46.6724,51.2336,50.832,41.9218,178.5656,383.482,699.9722,725.4992,802.4019999999998,763.3504,6779.0,7006.0,7006.0,8072.0,4084.0,1944.0,28.0,58.0,104.0,116.0,124.0,118.0,162.0,402.0,564.0,558.0,522.0,496.0,12.1628,30.629,46.6724,51.2336,50.832,41.9218,0.9602,13.6,[Ir](n1ccnc1)([N+]1=COCC1)(C#[N+]C)([Cl])[H],ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1
193.9514,417.314,737.1894,897.6134,1293.8212,1069.3132,6503.0,5264.0,8186.0,6880.0,3380.0,2092.0,33.0,66.0,118.0,150.0,224.0,176.0,184.0,462.0,692.0,810.0,794.0,732.0,12.5201,31.7818,49.4586,64.249,69.0148,58.0076,193.9514,417.314,737.1894,897.6134,1293.8212,1069.3132,6503.0,5264.0,8186.0,6880.0,3380.0,2092.0,33.0,66.0,118.0,150.0,224.0,176.0,184.0,462.0,692.0,810.0,794.0,732.0,12.5201,31.7818,49.4586,64.249,69.0148,58.0076,193.9514,417.314,737.1894,897.6134,1293.8212,1069.3132,6503.0,5264.0,8186.0,6880.0,3380.0,2092.0,33.0,66.0,118.0,150.0,224.0,176.0,184.0,462.0,692.0,810.0,794.0,732.0,12.5201,31.7818,49.4586,64.249,69.0148,58.0076,0.9537,8.3,[Ir](n1ccnc1)([N+](C)(C)C)(C#[N+]C)(C#C[H])[H],ir_tbp_1_dft-iz_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1
226.0288,475.777,810.3092,1155.5334,1595.177,1921.324,6955.0,8448.0,9916.0,10172.0,6876.0,3612.0,41.0,82.0,148.0,210.0,286.0,346.0,230.0,594.0,890.0,1178.0,1306.0,1160.0,16.1359,42.3664,67.6532,90.6332,106.6074,102.4354,226.0288,475.777,810.3092,1155.5334,1595.177,1921.324,6955.0,8448.0,9916.0,10172.0,6876.0,3612.0,41.0,82.0,148.0,210.0,286.0,346.0,230.0,594.0,890.0,1178.0,1306.0,1160.0,16.1359,42.3664,67.6532,90.6332,106.6074,102.4354,226.0288,475.777,810.3092,1155.5334,1595.177,1921.324,6955.0,8448.0,9916.0,10172.0,6876.0,3612.0,41.0,82.0,148.0,210.0,286.0,346.0,230.0,594.0,890.0,1178.0,1306.0,1160.0,16.1359,42.3664,67.6532,90.6332,106.6074,102.4354,0.9851,8.0,[Ir]([P+](CC)(CC)CC)([p+]1ccccc1)(C#[N+][H])(C#C[H])[H],ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1
